G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
40,Tue Jan 16 2024,10:00p,,Box Score,,Oklahoma City Thunder,W,,128,117,26,14,W 1,19370,2:20,,,5120,4680,1040,,,,14976,3328
41,Sun Jan 21 2024,3:30p,,Box Score,,Brooklyn Nets,W,,125,114,27,14,W 2,19370,2:20,,,5125,4674,1107,,,,14250,3375
42,Tue Jan 23 2024,10:00p,,Box Score,,Los Angeles Lakers,W,,127,116,28,14,W 3,19370,2:10,,,5334,4872,1176,,,,14732,3556
43,Fri Jan 26 2024,7:30p,,Box Score,@,Toronto Raptors,W,,127,107,29,14,W 4,19800,2:11,,,5461,4601,1247,,,,13589,3683
44,Sat Jan 27 2024,7:00p,,Box Score,@,Boston Celtics,W,,115,96,30,14,W 5,19156,2:03,,,5060,4224,1320,,,,11040,3450
45,Mon Jan 29 2024,7:00p,,Box Score,@,Cleveland Cavaliers,L,,108,118,30,15,L 1,19432,2:18,,,4860,5310,1350,,,,12744,3240
46,Wed Jan 31 2024,7:00p,,Box Score,@,Washington Wizards,W,,125,109,31,15,W 1,17201,2:06,,,5750,5014,1426,,,,13625,3875
47,Fri Feb 2 2024,7:00p,,Box Score,@,Detroit Pistons,W,,136,125,32,15,W 2,19122,,,,6392,5875,1504,,,,17000,4352
48,Sun Feb 4 2024,6:00p,,Box Score,@,Miami Heat,W,,103,95,33,15,W 3,19855,2:17,,,4944,4560,1584,,,,9785,3399
49,Mon Feb 5 2024,7:30p,,Box Score,@,Atlanta Hawks,W,,149,144,34,15,W 4,17093,2:21,,,7301,7056,1666,,,,21456,5066
50,Wed Feb 7 2024,10:00p,,Box Score,,New Orleans Pelicans,L,,106,117,34,16,L 1,19370,2:17,,,5300,5850,1700,,,,12402,3604
51,Sat Feb 10 2024,3:30p,,Box Score,,Detroit Pistons,W,,112,106,35,16,W 1,19370,2:13,,,5712,5406,1785,,,,11872,3920
52,Mon Feb 12 2024,10:30p,,Box Score,,Minnesota Timberwolves,L,,100,121,35,17,L 1,19370,2:06,,,5200,6292,1820,,,,12100,3500
53,Wed Feb 14 2024,10:00p,,Box Score,@,Golden State Warriors,W,,130,125,36,17,W 1,18064,2:33,,,6890,6625,1908,,,,16250,4680
54,Thu Feb 22 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,107,129,36,18,L 1,18203,2:00,,,5778,6966,1944,,,,13803,3852
55,Fri Feb 23 2024,8:00p,,Box Score,@,Memphis Grizzlies,W,,101,95,37,18,W 1,17255,2:12,,,5555,5225,2035,,,,9595,3737
56,Sun Feb 25 2024,9:30p,,Box Score,,Sacramento Kings,L,,107,123,37,19,L 1,19370,2:14,,,5992,6888,2072,,,,13161,3959
57,Wed Feb 28 2024,10:00p,,Box Score,,Los Angeles Lakers,L,,112,116,37,20,L 2,19370,2:16,,,6384,6612,2109,,,,12992,4144
58,Fri Mar 1 2024,10:30p,,Box Score,,Washington Wizards,W,,140,115,38,20,W 1,19370,2:07,,,8120,6670,2204,,,,16100,5320
59,Sun Mar 3 2024,3:30p,,Box Score,@,Minnesota Timberwolves,W,,89,88,39,20,W 2,18024,2:13,,,5251,5192,2301,,,,7832,3471
60,Mon Mar 4 2024,8:00p,,Box Score,@,Milwaukee Bucks,L,,106,113,39,21,L 1,17875,2:13,,,6360,6780,2340,,,,11978,4134
61,Wed Mar 6 2024,7:30p,,Box Score,@,Houston Rockets,W,,122,116,40,21,W 1,17033,2:19,,,7442,7076,2440,,,,14152,4880
62,Sat Mar 9 2024,4:00p,,Box Score,,Chicago Bulls,W,,112,102,41,21,W 2,19370,2:11,,,6944,6324,2542,,,,11424,4592
63,Sun Mar 10 2024,3:00p,,Box Score,,Milwaukee Bucks,L,,117,124,41,22,L 1,19370,2:19,,,7371,7812,2583,,,,14508,4797
64,Tue Mar 12 2024,10:00p,,Box Score,,Minnesota Timberwolves,L,,100,118,41,23,L 2,19370,2:17,,,6400,7552,2624,,,,11800,4100
65,Thu Mar 14 2024,8:00p,,Box Score,@,Chicago Bulls,W,,126,111,42,23,W 1,21219,2:00,,,8190,7215,2730,,,,13986,5292
66,Fri Mar 15 2024,8:00p,,Box Score,@,New Orleans Pelicans,L,,104,112,42,24,L 1,18865,2:09,,,6864,7392,2772,,,,11648,4368
67,Sun Mar 17 2024,9:30p,,Box Score,,Atlanta Hawks,L,,93,110,42,25,L 2,19370,2:08,,,6231,7370,2814,,,,10230,3906
68,Wed Mar 20 2024,10:00p,,Box Score,@,Portland Trail Blazers,W,,116,103,43,25,W 1,17504,1:58,,,7888,7004,2924,,,,11948,4988
69,Fri Mar 22 2024,10:00p,,Box Score,@,Portland Trail Blazers,W,,125,117,44,25,W 2,18660,2:05,,,8625,8073,3036,,,,14625,5500
70,Sun Mar 24 2024,3:30p,,Box Score,,Philadelphia 76ers,L,,107,121,44,26,L 1,19370,2:01,,,7490,8470,3080,,,,12947,4708
71,Mon Mar 25 2024,10:30p,,Box Score,,Indiana Pacers,L,,116,133,44,27,L 2,19370,2:06,,,8236,9443,3124,,,,15428,5104
72,Wed Mar 27 2024,7:30p,,Box Score,@,Philadelphia 76ers,W,,108,107,45,27,W 1,21022,2:23,,,7776,7704,3240,,,,11556,4860
73,Fri Mar 29 2024,7:00p,,Box Score,@,Orlando Magic,W,,100,97,46,27,W 2,19452,2:10,,,7300,7081,3358,,,,9700,4600
74,Sun Mar 31 2024,6:00p,,Box Score,@,Charlotte Hornets,W,,130,118,47,27,W 3,15941,2:12,,,9620,8732,3478,,,,15340,6110
75,Tue Apr 2 2024,10:00p,,Box Score,@,Sacramento Kings,L,,95,109,47,28,L 1,17832,2:12,,,7125,8175,3525,,,,10355,4465
76,Thu Apr 4 2024,10:00p,,Box Score,,Denver Nuggets,W,,102,100,48,28,W 1,19370,2:33,,,7752,7600,3648,,,,10200,4896
77,Fri Apr 5 2024,10:30p,,Box Score,,Utah Jazz,W,,131,102,49,28,W 2,19370,2:04,,,10087,7854,3773,,,,13362,6419
78,Sun Apr 7 2024,3:30p,,Box Score,,Cleveland Cavaliers,W,,120,118,50,28,W 3,19370,2:19,,,9360,9204,3900,,,,14160,6000
79,Tue Apr 9 2024,10:00p,,Box Score,@,Phoenix Suns,W,,105,92,51,28,W 4,17071,2:11,,,8295,7268,4029,,,,9660,5355
80,Wed Apr 10 2024,10:30p,,Box Score,,Phoenix Suns,L,,108,124,51,29,L 1,19370,2:02,,,8640,9920,4080,,,,13392,5508
81,Fri Apr 12 2024,10:30p,,Box Score,,Utah Jazz,L,,109,110,51,30,L 2,19370,2:07,,,8829,8910,4131,,,,11990,5559
82,Sun Apr 14 2024,3:30p,,Box Score,,Houston Rockets,L,,105,116,51,31,L 3,19370,1:55,,,8610,9512,4182,,,,12180,5355
